REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020X_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020X_BUS_MVDR.wav	 -1.000	 1.316	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020X_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020X_BUS.wav	 -1.000	 1.240	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS_ref.wav	 -1.000	 1.338	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS_DSB.wav	 -1.000	 1.330	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS_MVDR.wav	 -1.000	 1.500	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C020Y_BUS.wav	 -1.000	 1.472	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS_ref.wav	 -1.000	 1.246	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS_DSB.wav	 -1.000	 1.192	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS_MVDR.wav	 -1.000	 1.316	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0210_BUS.wav	 -1.000	 1.318	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS_ref.wav	 -1.000	 1.319	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS_DSB.wav	 -1.000	 1.219	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS_MVDR.wav	 -1.000	 1.309	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0211_BUS.wav	 -1.000	 1.371	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS_ref.wav	 -1.000	 1.331	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS_DSB.wav	 -1.000	 1.257	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS_MVDR.wav	 -1.000	 1.270	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_441C0213_BUS.wav	 -1.000	 1.422	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS_ref.wav	 -1.000	 1.294	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS_DSB.wav	 -1.000	 1.285	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS_MVDR.wav	 -1.000	 1.447	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0204_BUS.wav	 -1.000	 1.328	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS_ref.wav	 -1.000	 1.253	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS_DSB.wav	 -1.000	 1.190	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS_MVDR.wav	 -1.000	 1.308	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0205_BUS.wav	 -1.000	 1.339	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS_ref.wav	 -1.000	 1.118	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS_DSB.wav	 -1.000	 1.124	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS_MVDR.wav	 -1.000	 1.216	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0206_BUS.wav	 -1.000	 1.263	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS_ref.wav	 -1.000	 1.179	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS_DSB.wav	 -1.000	 1.144	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS_MVDR.wav	 -1.000	 1.276	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0208_BUS.wav	 -1.000	 1.201	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS_ref.wav	 -1.000	 1.159	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS_DSB.wav	 -1.000	 1.138	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS_MVDR.wav	 -1.000	 1.250	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0209_BUS.wav	 -1.000	 1.131	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS_ref.wav	 -1.000	 1.155	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS_DSB.wav	 -1.000	 1.113	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS_MVDR.wav	 -1.000	 1.223	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020B_BUS.wav	 -1.000	 1.217	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS_ref.wav	 -1.000	 1.155	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS_DSB.wav	 -1.000	 1.137	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS_MVDR.wav	 -1.000	 1.245	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020D_BUS.wav	 -1.000	 1.274	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS_ref.wav	 -1.000	 1.178	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS_DSB.wav	 -1.000	 1.141	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS_MVDR.wav	 -1.000	 1.291	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020O_BUS.wav	 -1.000	 1.231	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS_ref.wav	 -1.000	 1.288	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS_DSB.wav	 -1.000	 1.277	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS_MVDR.wav	 -1.000	 1.396	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C020R_BUS.wav	 -1.000	 1.370	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS_ref.wav	 -1.000	 1.157	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS_DSB.wav	 -1.000	 1.173	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS_MVDR.wav	 -1.000	 1.254	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0211_BUS.wav	 -1.000	 1.153	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS_ref.wav	 -1.000	 1.257	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS_DSB.wav	 -1.000	 1.236	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS_MVDR.wav	 -1.000	 1.347	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_442C0215_BUS.wav	 -1.000	 1.279	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS_ref.wav	 -1.000	 1.286	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS_DSB.wav	 -1.000	 1.232	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS_MVDR.wav	 -1.000	 1.276	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0209_BUS.wav	 -1.000	 1.155	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS_ref.wav	 -1.000	 1.295	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS_DSB.wav	 -1.000	 1.225	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS_MVDR.wav	 -1.000	 1.317	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020A_BUS.wav	 -1.000	 1.517	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS_ref.wav	 -1.000	 1.113	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS_DSB.wav	 -1.000	 1.121	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS_MVDR.wav	 -1.000	 1.209	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020B_BUS.wav	 -1.000	 1.124	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS_ref.wav	 -1.000	 1.290	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS_DSB.wav	 -1.000	 1.274	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS_MVDR.wav	 -1.000	 1.404	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020C_BUS.wav	 -1.000	 1.319	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS_ref.wav	 -1.000	 1.208	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS_DSB.wav	 -1.000	 1.156	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS_MVDR.wav	 -1.000	 1.310	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020F_BUS.wav	 -1.000	 1.245	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS_ref.wav	 -1.000	 1.133	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS_DSB.wav	 -1.000	 1.118	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS_MVDR.wav	 -1.000	 1.175	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020N_BUS.wav	 -1.000	 1.137	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS_ref.wav	 -1.000	 1.109	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS_DSB.wav	 -1.000	 1.094	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS_MVDR.wav	 -1.000	 1.186	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020O_BUS.wav	 -1.000	 1.149	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS_ref.wav	 -1.000	 1.198	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS_DSB.wav	 -1.000	 1.169	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS_MVDR.wav	 -1.000	 1.291	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020Q_BUS.wav	 -1.000	 1.128	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS_ref.wav	 -1.000	 1.090	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS_DSB.wav	 -1.000	 1.094	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS_MVDR.wav	 -1.000	 1.141	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020S_BUS.wav	 -1.000	 1.160	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS_ref.wav	 -1.000	 1.240	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS_DSB.wav	 -1.000	 1.215	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS_MVDR.wav	 -1.000	 1.287	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020V_BUS.wav	 -1.000	 1.246	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS_ref.wav	 -1.000	 1.257	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS_DSB.wav	 -1.000	 1.242	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS_MVDR.wav	 -1.000	 1.334	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C020W_BUS.wav	 -1.000	 1.259	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS_ref.wav	 -1.000	 1.191	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS_DSB.wav	 -1.000	 1.176	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS_MVDR.wav	 -1.000	 1.243	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_443C0214_BUS.wav	 -1.000	 1.204	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS_ref.wav	 -1.000	 1.290	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS_DSB.wav	 -1.000	 1.226	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS_MVDR.wav	 -1.000	 1.352	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0207_BUS.wav	 -1.000	 1.346	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS_ref.wav	 -1.000	 1.269	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS_DSB.wav	 -1.000	 1.176	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS_MVDR.wav	 -1.000	 1.253	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0208_BUS.wav	 -1.000	 1.167	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS_ref.wav	 -1.000	 1.274	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS_DSB.wav	 -1.000	 1.247	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS_MVDR.wav	 -1.000	 1.345	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C0209_BUS.wav	 -1.000	 1.246	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS_ref.wav	 -1.000	 1.161	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS_DSB.wav	 -1.000	 1.140	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS_MVDR.wav	 -1.000	 1.195	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020K_BUS.wav	 -1.000	 1.182	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS_ref.wav	 -1.000	 1.243	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS_DSB.wav	 -1.000	 1.162	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS_MVDR.wav	 -1.000	 1.282	 16000	wb
C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS_clean.wav	 C:\Users\74778\Desktop\PESK\et05_bus_real\M05_444C020L_BUS.wav	 -1.000	 1.199	 16000	wb
