REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0205_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0205_BUS.wav	 -1.000	 1.393	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0206_BUS.wav	 -1.000	 1.201	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0207_BUS.wav	 -1.000	 1.094	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020E_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020E_BUS.wav	 -1.000	 1.221	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020F_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020F_BUS.wav	 -1.000	 1.248	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020H_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020H_BUS.wav	 -1.000	 1.384	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020K_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020K_BUS.wav	 -1.000	 1.332	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020L_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020L_BUS.wav	 -1.000	 1.119	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020S_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020S_BUS.wav	 -1.000	 1.525	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020T_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C020T_BUS.wav	 -1.000	 1.341	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_445C0210_BUS.wav	 -1.000	 1.533	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0202_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0202_BUS.wav	 -1.000	 1.251	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0203_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0203_BUS.wav	 -1.000	 1.418	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0207_BUS.wav	 -1.000	 1.321	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020P_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020P_BUS.wav	 -1.000	 1.307	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020Q_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020Q_BUS.wav	 -1.000	 1.141	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020U_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020U_BUS.wav	 -1.000	 1.475	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C020Y_BUS.wav	 -1.000	 1.121	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0211_BUS.wav	 -1.000	 1.148	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0213_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_446C0213_BUS.wav	 -1.000	 1.480	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C0204_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C0204_BUS.wav	 -1.000	 1.449	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C0207_BUS.wav	 -1.000	 1.129	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020C_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020C_BUS.wav	 -1.000	 1.446	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020L_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020L_BUS.wav	 -1.000	 1.318	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020O_BUS.wav	 -1.000	 1.471	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020U_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020U_BUS.wav	 -1.000	 1.515	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020W_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020W_BUS.wav	 -1.000	 1.402	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020X_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C020X_BUS.wav	 -1.000	 1.464	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C0216_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\M06_447C0216_BUS.wav	 -1.000	 1.323	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0202_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0202_BUS.wav	 -1.000	 1.580	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0204_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0204_BUS.wav	 -1.000	 1.768	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0209_BUS.wav	 -1.000	 1.224	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020E_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020E_BUS.wav	 -1.000	 1.097	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020F_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020F_BUS.wav	 -1.000	 1.143	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020G_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020G_BUS.wav	 -1.000	 1.399	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020H_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020H_BUS.wav	 -1.000	 1.391	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020I_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020I_BUS.wav	 -1.000	 1.153	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020O_BUS.wav	 -1.000	 1.272	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020P_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020P_BUS.wav	 -1.000	 1.295	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020T_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C020T_BUS.wav	 -1.000	 1.082	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_440C0210_BUS.wav	 -1.000	 1.218	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_441C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_441C0207_BUS.wav	 -1.000	 1.195	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_441C020T_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_441C020T_BUS.wav	 -1.000	 1.270	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_441C0214_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_441C0214_BUS.wav	 -1.000	 1.255	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C0201_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C0201_BUS.wav	 -1.000	 1.437	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020A_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020A_BUS.wav	 -1.000	 1.392	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020H_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020H_BUS.wav	 -1.000	 1.116	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020I_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020I_BUS.wav	 -1.000	 1.167	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020N_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020N_BUS.wav	 -1.000	 1.214	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020P_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020P_BUS.wav	 -1.000	 1.173	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020T_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020T_BUS.wav	 -1.000	 1.679	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020W_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020W_BUS.wav	 -1.000	 1.920	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020X_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020X_BUS.wav	 -1.000	 1.139	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020Y_BUS.wav	 -1.000	 1.415	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020Z_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C020Z_BUS.wav	 -1.000	 1.339	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_442C0210_BUS.wav	 -1.000	 1.376	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0202_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0202_BUS.wav	 -1.000	 1.493	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0203_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0203_BUS.wav	 -1.000	 1.312	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0205_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0205_BUS.wav	 -1.000	 1.251	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0206_BUS.wav	 -1.000	 1.161	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0207_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0207_BUS.wav	 -1.000	 1.293	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020D_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020D_BUS.wav	 -1.000	 1.361	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020G_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020G_BUS.wav	 -1.000	 1.438	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020I_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020I_BUS.wav	 -1.000	 1.153	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020J_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C020J_BUS.wav	 -1.000	 1.459	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_443C0210_BUS.wav	 -1.000	 1.553	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0201_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0201_BUS.wav	 -1.000	 1.400	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0202_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0202_BUS.wav	 -1.000	 1.158	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020B_BUS.wav	 -1.000	 1.668	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020C_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020C_BUS.wav	 -1.000	 1.138	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020D_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020D_BUS.wav	 -1.000	 1.350	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020F_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020F_BUS.wav	 -1.000	 1.200	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020G_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020G_BUS.wav	 -1.000	 1.623	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020H_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020H_BUS.wav	 -1.000	 1.266	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C020Y_BUS.wav	 -1.000	 1.751	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0210_BUS.wav	 -1.000	 1.317	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0214_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0214_BUS.wav	 -1.000	 1.788	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0215_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_444C0215_BUS.wav	 -1.000	 1.190	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C0208_BUS.wav	 -1.000	 1.137	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020I_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020I_BUS.wav	 -1.000	 1.390	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020J_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020J_BUS.wav	 -1.000	 1.503	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020M_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020M_BUS.wav	 -1.000	 1.303	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020O_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020O_BUS.wav	 -1.000	 1.223	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020P_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020P_BUS.wav	 -1.000	 1.689	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020R_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020R_BUS.wav	 -1.000	 1.560	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020X_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020X_BUS.wav	 -1.000	 1.158	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C020Y_BUS.wav	 -1.000	 1.166	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C0213_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_445C0213_BUS.wav	 -1.000	 1.347	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C0206_BUS.wav	 -1.000	 1.273	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020B_BUS.wav	 -1.000	 1.357	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020C_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020C_BUS.wav	 -1.000	 1.923	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020E_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020E_BUS.wav	 -1.000	 1.581	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020I_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020I_BUS.wav	 -1.000	 1.789	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020K_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020K_BUS.wav	 -1.000	 1.229	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020L_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020L_BUS.wav	 -1.000	 1.266	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020N_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020N_BUS.wav	 -1.000	 1.397	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020S_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020S_BUS.wav	 -1.000	 1.709	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020T_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020T_BUS.wav	 -1.000	 1.265	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020V_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020V_BUS.wav	 -1.000	 1.936	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020W_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_446C020W_BUS.wav	 -1.000	 1.120	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0201_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0201_BUS.wav	 -1.000	 1.266	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0206_BUS.wav	 -1.000	 1.518	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0209_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0209_BUS.wav	 -1.000	 1.232	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020E_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020E_BUS.wav	 -1.000	 1.480	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020H_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020H_BUS.wav	 -1.000	 1.150	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020M_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020M_BUS.wav	 -1.000	 1.251	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020Q_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020Q_BUS.wav	 -1.000	 1.264	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020S_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020S_BUS.wav	 -1.000	 1.759	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020T_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020T_BUS.wav	 -1.000	 1.140	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020Y_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C020Y_BUS.wav	 -1.000	 1.291	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0210_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0210_BUS.wav	 -1.000	 1.219	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F05_447C0211_BUS.wav	 -1.000	 1.357	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0206_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0206_BUS.wav	 -1.000	 1.639	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0208_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0208_BUS.wav	 -1.000	 1.322	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020A_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020A_BUS.wav	 -1.000	 1.423	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020B_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020B_BUS.wav	 -1.000	 1.183	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020K_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020K_BUS.wav	 -1.000	 1.112	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020Q_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020Q_BUS.wav	 -1.000	 1.380	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020R_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020R_BUS.wav	 -1.000	 1.217	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020Z_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C020Z_BUS.wav	 -1.000	 1.184	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0211_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0211_BUS.wav	 -1.000	 1.508	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0212_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_440C0212_BUS.wav	 -1.000	 1.292	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_441C0203_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_441C0203_BUS.wav	 -1.000	 1.271	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_441C0204_BUS_clean.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real_v2\F06_441C0204_BUS.wav	 -1.000	 1.435	 16000	wb
